id,shop_domain,application_id,autocomplete_enabled,user_created_at_least_one_qr,nbr_merchandised_queries,nbrs_pinned_items,showing_logo,has_changed_sort_orders,analytics_enabled,use_metafields,nbr_metafields,use_default_colors,show_products,instant_search_enabled,instant_search_enabled_on_collection,only_using_faceting_on_collection,use_merchandising_for_collection,index_prefix,indexing_paused,install_channel,export_date
3d86f2ab-fb7b-4d9f-ae59-0b0b5ed0dbdb,line-enough-professor.myshopify.com,95CZMJP69O,True,False,0,[0],True,True,False,False,14,True,False,False,False,False,False,shopify_site_foot_purpose_,False,marketplace,2019-04-02
0302f840-8faf-4170-9e05-6e432540f504,behind-organization-serious.myshopify.com,ZQGCD7HG2P,True,True,1,[2],False,False,True,True,10,False,True,True,False,True,False,shopify_,False,marketplace,2019-04-02
52600349-6878-49ba-b38e-46ce4c411203,word-movement-well.myshopify.com,R7GFTMJYZQ,True,False,0,[0],False,False,False,False,8,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
07c6ba46-b9ea-4d57-a97d-c13303980f97,energy-friend-which.myshopify.com,6HIGUCHACP,True,False,0,[0],True,True,False,True,14,True,False,False,False,False,False,shopify_wish_peace_cell_,False,marketplace,2019-04-02
30321150-5f3b-4320-bf60-e72aeac3baf8,success-late-piece.myshopify.com,TBIHMNJODH,True,False,0,[0],True,True,False,False,17,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
11731d7d-bd4f-4d3d-a836-ca2f38b94430,education-fact-know.myshopify.com,9KPGKLXPMR,True,False,0,[0],False,True,True,False,15,True,True,True,False,False,False,shopify_man_,False,marketplace,2019-04-02
9376e855-1e76-4f9d-96cb-4f7dd5eb0a1c,require-forget-case.myshopify.com,O841TWKNG2,True,False,0,[0],True,True,False,True,N/A,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
14092802-9161-4ca0-a7ac-dc3720c9b5d4,statement-goal-detail.myshopify.com,W0TN4W6I6P,False,False,0,[0],False,False,False,True,9,True,True,False,False,False,False,shopify_money_,False,marketplace,2019-04-02
e42cd4c8-228e-4d60-b21e-cb6d2d184d56,could-skill-way.myshopify.com,Q9VJMJUOEQ,True,False,0,[0],False,False,False,True,8,True,False,True,False,False,False,shopify_cause_,False,marketplace,2019-04-02
37eacfcf-2de0-46bb-929e-154d0c22f0b3,big-ask-politics.myshopify.com,F35S7OE0P5,True,False,0,[0],False,False,False,False,6,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
c5fa0aa5-6310-4c7d-a6fa-937d86c6fe8e,rate-key-night.myshopify.com,MB3PK1BVS6,True,False,0,[0],True,True,False,False,N/A,True,False,False,False,False,False,shopify_more_interesting_stop_,False,marketplace,2019-04-02
37e5307f-0f1f-4385-a015-499c8b9e0c84,might-language-central.myshopify.com,5JAG6BUTDP,True,False,0,[0],False,True,False,False,16,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
f5647886-c5ac-48e2-aa21-a4d75b2f40dc,at-receive-through.myshopify.com,S69APCFYQX,True,False,0,[0],False,False,False,True,19,False,False,True,False,False,False,shopify_their_himself_protect_,False,marketplace,2019-04-02
27c13b67-e416-48e2-82eb-368f2c0fa71a,matter-these-site.myshopify.com,KY4TLZ2VEW,True,False,0,[0],False,True,False,False,5,False,False,True,False,False,False,shopify_inside_action_upon_,False,marketplace,2019-04-02
17bbef57-f4fd-439a-850a-dad5c3b82d6e,remain-reduce-various.myshopify.com,,True,False,0,[0],False,False,False,True,9,True,True,True,False,False,False,shopify_,False,marketplace,2019-04-02
bec21757-d1d1-4fdd-a3ba-a94ed2b449cd,party-plan-remember.myshopify.com,UJPISCXH6R,True,False,0,[0],True,True,False,False,13,True,False,False,False,False,False,shopify_star_option_each_,False,marketplace,2019-04-02
e2b93ff8-1d89-48cf-8581-32aefc4e808b,people-them-put.myshopify.com,UEZCL0DSPP,True,False,0,[0],True,False,False,True,5,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
77a855ce-e360-481e-8ed2-e4b92496f9d7,above-former-service.myshopify.com,3U34LQKX9Y,True,False,0,[0],True,True,False,False,4,True,False,False,False,False,False,shopify_professional_,False,marketplace,2019-04-02
9a2085cf-3392-40fe-adb5-d2fdd62596f8,suddenly-mean-live.myshopify.com,Y7P4Y1VVWV,True,False,0,[0],True,True,False,False,N/A,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
0bab20f5-e0c4-447e-9d1e-dffef17a60ed,professor-hotel-manager.myshopify.com,HXSWJFMQRA,True,False,0,[0],True,False,False,False,11,True,False,True,False,False,False,shopify_shoulder_marriage_prepare_,False,marketplace,2019-04-02
f33d664c-ceb7-45c8-ac5a-e9e7e842dfe5,race-agree-year.myshopify.com,H4R6XOBCRK,True,False,0,[0],False,False,False,True,16,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
4bd67250-7053-4e3c-aacc-5d76bfbda66d,quickly-protect-to.myshopify.com,N3XR9AU8O3,True,False,0,[0],False,True,False,False,17,True,False,True,False,False,False,shopify_bad_at_owner_,False,marketplace,2019-04-02
087d9123-a5bc-4a21-a28c-8859df525808,view-challenge-meeting.myshopify.com,CU5B5OXJOO,True,False,0,[0],True,True,False,False,11,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
d2a838c9-8b89-48f7-aa18-a42e41159766,really-resource-much.myshopify.com,T36QIGLQKO,True,False,0,[0],False,False,False,False,20,False,False,True,False,True,False,shopify_,False,marketplace,2019-04-02
4615f187-900a-4b03-8fed-603da316a9d4,thousand-cut-today.myshopify.com,31DFHDGI8A,True,False,0,[0],True,True,False,False,N/A,False,False,True,False,False,False,shopify_drive_scientist_approach_,False,marketplace,2019-04-02
951f319a-d1fa-437c-b64a-10dbf5560afc,they-her-require.myshopify.com,6BTSP7P0L1,True,False,0,[0],True,False,False,False,18,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
a8f91f12-72ef-49e2-8d3a-390fa096165d,win-soon-produce.myshopify.com,6SZTIWHTW6,True,False,0,[0],True,True,False,False,5,True,False,False,False,True,False,shopify_pull_,False,marketplace,2019-04-02
db1ff8b9-4440-4947-a077-67b412ebd54e,quite-culture-these.myshopify.com,BEPAGC98HK,True,True,1,[4],True,False,False,True,9,False,False,True,True,False,False,shopify_happy_develop_better_,False,marketplace,2019-04-02
9160eb11-a4b2-499b-865b-e5f03c7bc1a7,similar-public-cut.myshopify.com,OOKNMM4O5A,True,False,0,[0],True,True,False,False,20,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
594b2041-d5da-4563-bd14-1e11b4cfe382,approach-many-range.myshopify.com,2ZP15SEQ82,True,True,5,"[4, 1, 1, 1, 6]",False,False,True,False,3,False,True,True,False,False,False,shopify_,False,marketplace,2019-04-02
e90c5381-61f6-4272-96d6-44ae61eed291,give-seek-discuss.myshopify.com,BVIL1CXILF,True,False,0,[0],False,True,False,False,17,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
e19fc1c8-493c-401c-8a38-2bf903b67c61,half-office-end.myshopify.com,C3QHZF2NG3,True,False,0,[0],True,False,False,False,8,True,False,True,False,False,False,shopify_bar_factor_development_,False,marketplace,2019-04-02
701cf9c6-3829-49c6-a624-998462c67b0b,letter-upon-culture.myshopify.com,6LBACN7FFN,True,False,0,[0],False,True,False,False,12,True,False,True,False,False,False,shopify_wear_,False,marketplace,2019-04-02
dc32c9ec-9f5d-40c5-9822-03fa78acdc36,product-save-none.myshopify.com,6QV3JIBX8F,True,False,0,[0],False,False,False,False,6,False,True,False,False,True,False,shopify_,False,marketplace,2019-04-02
b98a489d-2db5-4123-84a7-eb76186cf629,reduce-economic-sport.myshopify.com,JLUH9D5REG,True,False,0,[0],True,True,False,False,2,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
5258aacd-9d6f-49c4-b4f0-9efb188d36d0,manager-focus-spring.myshopify.com,,True,False,0,[0],True,False,False,False,16,True,False,False,False,False,False,shopify_just_audience_around_,False,marketplace,2019-04-02
871c12b1-ee8e-4894-b178-1444e23c1dac,executive-continue-here.myshopify.com,SIC4JBM7FL,True,False,0,[0],True,False,False,False,1,True,False,False,False,False,False,shopify_difficult_such_throughout_,False,marketplace,2019-04-02
a897842b-3038-4083-87b2-fc529cfb552a,put-behind-toward.myshopify.com,MTT5I5BGCH,True,False,0,[0],True,True,False,False,6,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
7d8162f9-95e3-433a-80c7-0ea0463840cc,option-alone-case.myshopify.com,N8WJS13OP0,True,False,0,[0],False,True,False,False,4,True,False,True,False,False,False,shopify_clearly_offer_speak_,False,marketplace,2019-04-02
42ed3788-261b-4f0c-acc9-20e4c57aa651,pressure-interest-according.myshopify.com,ARI7W2EMN6,True,False,0,[0],True,True,False,False,15,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
0b499951-bc8d-4c15-8634-3546686c70f2,certain-election-green.myshopify.com,CO87WLIOGR,True,False,0,[0],True,True,False,False,1,True,False,False,False,False,False,shopify_mention_,False,marketplace,2019-04-02
1a9e7821-123a-42af-bc3e-5943c46ae1f1,prepare-later-me.myshopify.com,CABL0BOYR8,True,False,0,[0],True,True,False,False,14,True,False,False,False,False,False,shopify_someone_painting_star_,False,marketplace,2019-04-02
e38f5262-15e3-4459-a8f2-45723bd9796f,culture-congress-cold.myshopify.com,KI46ARJMSN,True,False,0,[0],True,False,False,False,3,False,False,True,False,False,False,shopify_system_similar_despite_,False,marketplace,2019-04-02
fd21037e-317f-4999-b438-e130d5736ca2,rock-leave-first.myshopify.com,0NYBLI1AW4,True,False,0,[0],False,True,False,False,12,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
a8267edb-92c2-405d-8023-9456026426d1,low-seek-happy.myshopify.com,ZK0SCTVVA7,True,False,0,[0],False,False,False,False,2,True,False,False,False,False,False,shopify_almost_some_a_,False,marketplace,2019-04-02
950609cc-6733-4421-a83a-5b2c8675cc73,baby-meeting-safe.myshopify.com,MQ8RTI4BCQ,True,False,0,[0],False,False,False,True,1,True,False,True,False,False,False,shopify_floor_,False,marketplace,2019-04-02
e58cd2e7-357e-4d67-ad04-0c8a650b4c71,technology-lead-economy.myshopify.com,TI3ZNK2JUT,True,False,0,[0],False,True,False,False,6,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
d5114f0e-9e18-4bf3-97c5-4721e5725cac,certainly-language-effect.myshopify.com,,True,False,0,[0],True,True,False,False,1,True,False,False,False,False,False,shopify_win_phone_finish_,False,marketplace,2019-04-02
53b8bca1-c88a-4826-9a21-b287e360452c,field-or-response.myshopify.com,IYDITIZVL2,True,False,0,[0],True,False,False,False,2,True,False,True,False,False,False,shopify_loss_,False,marketplace,2019-04-02
d360e57a-6b7a-4c3c-b89c-219f4e018e2e,film-even-career.myshopify.com,,True,False,0,[0],True,True,False,False,19,False,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
d7f4b2ad-d6bc-49f2-801b-0e81296734e3,war-minute-whom.myshopify.com,K7VDERF55E,True,False,0,[0],True,False,True,True,5,False,True,False,False,False,False,shopify_,False,marketplace,2019-04-02
cc1c631a-240f-42f7-89b4-c7810958b99e,cup-skill-story.myshopify.com,4SHWNAPHEA,True,False,0,[0],False,False,False,False,11,True,False,True,False,False,False,shopify_authority_eye_operation_,False,marketplace,2019-04-02
cf80a862-1f9a-4afb-b6fe-4ec30fad888e,with-light-skill.myshopify.com,YEQYF7AE9T,True,False,0,[0],True,True,False,False,20,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
360287e3-2f0d-418f-a2de-9bdf432e7bf9,attack-question-sell.myshopify.com,,True,False,0,[0],True,False,False,True,7,True,False,True,False,False,False,shopify_they_there_that_,False,marketplace,2019-04-02
d2352b5d-de35-4c83-9121-0b13c2f35870,management-reduce-during.myshopify.com,9OZ2XF264G,True,False,0,[0],True,True,False,False,14,False,False,True,False,False,False,shopify_simply_subject_off_,False,marketplace,2019-04-02
7674045c-7408-4e1e-b2f3-4da6fccfd294,hour-debate-staff.myshopify.com,AQA3YA1KJ6,True,False,0,[0],True,True,False,False,5,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
cb98c150-66ae-4935-9e60-500469ef0d65,learn-open-expert.myshopify.com,AGSE4PM7HW,True,True,1,[1],False,False,False,False,4,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
bb69a894-2f0b-48c8-beec-d857f614bd39,couple-site-station.myshopify.com,I0U91JKP6M,True,False,0,[0],False,False,False,False,16,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
a95b5a0c-65b5-4c6d-872c-f7c95d95b84e,loss-could-agreement.myshopify.com,WYMQ6BOF48,True,False,0,[0],False,False,False,False,15,True,False,True,False,False,False,shopify_stuff_personal_bar_,True,marketplace,2019-04-02
c14a89ba-2c97-465d-99dc-e1ae0810f11b,series-least-that.myshopify.com,QXPZLJ533E,True,False,0,[0],False,False,True,False,1,False,True,True,True,False,False,shopify_politics_should_billion_,False,marketplace,2019-04-02
f70de119-9b91-498f-876e-7636bb778831,spend-pressure-different.myshopify.com,JTFMM2WNH0,True,False,0,[0],True,True,False,False,12,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
14ec33ff-26dd-49d0-82e6-b3e3c6681021,staff-reduce-art.myshopify.com,,True,False,0,[0],False,True,False,False,17,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
5245bdbb-e52f-49c7-bda2-bfde9e80ac8f,agree-determine-read.myshopify.com,4HXKHF6P6L,True,False,0,[0],True,True,False,False,10,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
fdcd89b3-b179-4113-b617-f0371f08ce77,writer-statement-education.myshopify.com,ETZTR8MTMA,True,False,0,[0],False,True,False,False,10,False,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
895e912b-22b7-40f6-aceb-26414155ad68,argue-marriage-quite.myshopify.com,SW206657W4,True,False,0,[0],True,False,False,False,N/A,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
854d22ad-8e3f-4874-9be4-8d83bebc3bb3,argue-sister-together.myshopify.com,TRRUV3DOEG,True,False,0,[0],False,False,False,False,3,True,True,True,False,True,False,shopify_,False,marketplace,2019-04-02
5191bca7-9868-4b0d-aacc-b8228022d415,young-send-police.myshopify.com,UZPNQ498NT,False,False,0,[0],True,True,False,False,5,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
900fa0fa-df8a-417d-b285-ebe0527db282,material-interest-his.myshopify.com,3WK8Z02HJP,True,False,0,[0],True,False,False,True,10,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
34758446-887f-4157-b7b4-4724e6a03623,agree-during-bring.myshopify.com,3X106W9TS0,True,False,0,[0],True,False,False,False,N/A,True,True,False,False,False,False,shopify_wear_continue_bed_,False,marketplace,2019-04-02
f213519f-eb43-4cc0-ba08-d8d694bbba96,letter-do-wear.myshopify.com,0L3B7JQ2KV,True,False,0,[0],True,False,False,False,10,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
d619bb53-799b-48b7-9508-4bbf8dd40062,later-skill-arm.myshopify.com,GRSVCS1RQX,True,False,0,[0],False,True,False,False,16,True,False,False,False,False,False,shopify_way_accept_him_,False,marketplace,2019-04-02
c945e200-193c-4b88-a5b8-1eafdcbc0b71,simple-science-security.myshopify.com,N3ENRRMDHV,True,False,0,[0],True,True,False,True,9,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
929855a3-622a-4b42-83c6-48b8058d9241,form-throughout-apply.myshopify.com,U1OCF6S5ZS,True,False,0,[0],True,True,False,False,3,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
7ae2c034-d30b-4dd5-9e3a-bdfc56cfa8d8,past-central-paper.myshopify.com,ICWXEANY7L,True,False,0,[0],True,True,False,False,N/A,True,False,False,False,False,False,shopify_tend_,False,marketplace,2019-04-02
5a93659a-03e2-4fd0-8c78-f038525ad800,either-issue-population.myshopify.com,XSE2B43OUO,True,False,0,[0],True,False,False,False,14,True,True,True,False,False,False,shopify_,False,marketplace,2019-04-02
278dc9dc-cba4-48fc-896f-444b99e7869b,sport-fear-authority.myshopify.com,JB5WQY0ZX0,True,True,6,"[12, 4, 21, 9, 6, 6]",False,False,False,False,5,False,False,True,False,False,False,shopify_remain_early_spend_,False,marketplace,2019-04-02
640d83e5-1f68-4d6b-a9a9-8904f519f7b7,forward-she-focus.myshopify.com,KIWMFFGS2H,False,False,0,[0],True,False,False,False,11,False,False,True,False,False,False,shopify_actually_entire_because_,False,marketplace,2019-04-02
cb0e09a0-e1d9-4727-8a8d-7ddd79bd0ab1,oil-final-become.myshopify.com,XZ4TB89NPT,True,False,0,[0],False,False,False,False,4,True,False,False,False,False,False,shopify_including_learn_lawyer_,False,marketplace,2019-04-02
58445fe0-f5ed-47d2-be1b-2be795e2ba8d,my-left-interest.myshopify.com,XF7C5PK89P,True,False,0,[0],True,False,False,False,10,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
5ceaa928-8bdf-45ae-90cd-0a9bc6818d7c,environmental-around-thank.myshopify.com,XDHKA8EQ2K,True,False,0,[0],True,True,False,True,17,True,False,False,False,True,False,shopify_,True,marketplace,2019-04-02
1d7ec37f-0e51-4c2a-a422-a4f20d125ba0,small-provide-institution.myshopify.com,,True,False,0,[0],False,True,False,False,6,False,True,True,False,False,False,shopify_he_probably_concern_,False,marketplace,2019-04-02
aca0a5d3-6307-448b-94a4-549240ce8b07,rise-live-improve.myshopify.com,,True,False,0,[0],False,True,False,False,17,False,True,True,False,False,False,shopify_soldier_history_who_,False,marketplace,2019-04-02
85652f60-601a-4b86-8273-035ef7122db9,certain-him-challenge.myshopify.com,VER7HZYMYN,True,False,0,[0],True,True,False,False,18,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
d1abde9e-f6a3-4fbf-af31-f96e211622d0,way-early-responsibility.myshopify.com,HOEYFEOLDH,False,False,0,[0],True,True,False,True,N/A,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
d6a9b558-5f02-45c1-9abc-6a2ae85a5a72,could-generation-serve.myshopify.com,K5KAXLZVDD,True,False,0,[0],True,False,False,False,13,False,False,True,False,False,False,shopify_anything_tough_technology_,False,marketplace,2019-04-02
86ff3735-a8bc-4c3c-be9a-b68f885db047,form-oil-loss.myshopify.com,C7GXX8M3KC,False,False,0,[0],True,True,False,False,2,True,True,True,True,False,False,shopify_court_offer_challenge_,False,marketplace,2019-04-02
40f5bc74-7d25-4461-9903-a15651b00121,year-his-maybe.myshopify.com,2DHP47J65Q,True,False,0,[0],True,False,False,False,13,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
afb3eedb-1556-4f97-8d05-76d5f96e07c6,bag-what-structure.myshopify.com,ZRZVTSPSA5,True,False,0,[0],True,True,False,True,15,True,False,False,False,False,False,shopify_give_dark_edge_,False,marketplace,2019-04-02
c3c0065e-1f34-4b28-8b8a-f88e8067fdca,message-goal-teacher.myshopify.com,HS8YD9CGMH,True,False,0,[0],False,True,False,False,8,False,False,False,False,False,False,shopify_wide_into_hotel_,False,marketplace,2019-04-02
21150aed-4dd4-412d-98a1-ba095581aaef,task-dinner-box.myshopify.com,C376NKS0TJ,True,False,0,[0],False,True,False,False,2,True,True,False,False,False,False,shopify_hour_entire_writer_,False,marketplace,2019-04-02
34f7f817-f636-47f2-9f47-f3ec673e5e4c,world-fact-learn.myshopify.com,Z7VQF1842Y,True,False,0,[0],True,True,False,False,10,False,False,False,False,False,False,shopify_wide_available_listen_,False,marketplace,2019-04-02
0b79959b-8ab2-490c-94f2-5ae780f07267,detail-hard-suggest.myshopify.com,0MMDNBPQNX,True,False,0,[0],False,True,False,False,19,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
59e10bc9-4545-4458-a829-0f608a5217bb,election-bring-crime.myshopify.com,LHYY5F1C7Z,True,False,0,[0],True,True,False,False,5,False,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
62324c44-afe2-412b-8845-e01b786025cb,me-attorney-art.myshopify.com,BRIFR9WROB,True,False,0,[0],True,False,False,False,18,True,False,True,False,False,False,shopify_me_,False,marketplace,2019-04-02
8acd056c-c1b1-45ca-932a-db5c027d1184,level-investment-prepare.myshopify.com,RYT9I8J2XL,True,False,0,[0],False,True,False,False,18,False,False,False,False,False,False,shopify_list_successful_republican_,False,marketplace,2019-04-02
47903ee7-77e2-42a5-9369-83c165e13fc4,good-school-feeling.myshopify.com,,True,False,0,[0],True,False,False,False,18,True,False,True,False,False,False,shopify_note_trade_american_,False,marketplace,2019-04-02
817829db-a012-4198-a348-50e03f0b375b,final-garden-produce.myshopify.com,99ZQSAHH7E,True,False,0,[0],False,True,False,False,11,False,False,False,False,False,False,shopify_leg_,False,marketplace,2019-04-02
a1900d75-c1dd-44f8-a392-e4ed00a8227e,night-guy-bring.myshopify.com,YKJLFVNCG1,True,False,0,[0],True,True,False,False,5,True,False,False,False,False,False,shopify_society_,False,marketplace,2019-04-02
8f26653d-d9b3-4351-8c18-2458bb3f5e10,almost-daughter-term.myshopify.com,M2N2M19FJQ,True,False,0,[0],True,False,False,False,N/A,True,True,True,False,False,False,shopify_,False,marketplace,2019-04-02
14b6b552-aaab-462f-bd76-5593996d26e5,eat-these-couple.myshopify.com,DOB40DZG17,True,False,0,[0],False,True,False,False,17,False,True,True,False,False,False,shopify_,False,marketplace,2019-04-02
377d87d2-0362-482c-bfa7-0824e3050ba4,nice-peace-reflect.myshopify.com,I4NDC4REDQ,True,False,0,[0],True,True,False,False,N/A,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
b2ebed96-a54c-4573-84c2-30724c4e612f,much-pm-others.myshopify.com,6LBPPHMOHI,True,False,0,[0],True,True,False,False,0,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
385dc03e-5606-45c5-9f08-1b0884bf8131,deal-condition-consumer.myshopify.com,IJ5BYTERE7,True,False,0,[0],True,True,False,False,16,True,False,False,False,False,False,shopify_,False,marketplace,2019-04-02
98869cf5-fbff-491e-8def-a0d2a6ed03d2,despite-environment-they.myshopify.com,N2NDN9N30L,True,False,0,[0],True,True,False,False,6,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
040086ac-dd79-47ae-b21d-113049f0d3fc,evidence-coach-think.myshopify.com,9672MITN6R,True,False,0,[0],False,True,False,False,11,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
4feaa2eb-8c07-48ad-815c-5f769a701c9d,speech-enough-oil.myshopify.com,PF28CAOVEH,True,False,0,[0],True,True,False,True,8,False,False,True,False,False,False,shopify_magazine_,False,marketplace,2019-04-02
3ed622fa-b5f2-4fc9-a6e3-5542fe1fa1da,reflect-attack-fly.myshopify.com,89O415OBBM,True,False,0,[0],True,True,False,False,0,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
613880c4-0ed1-47c6-bf9d-9b8360fc12fe,plan-music-only.myshopify.com,JB3UP88AWU,True,False,0,[0],False,False,False,True,18,False,False,False,False,False,False,shopify_body_,False,marketplace,2019-04-02
5ac2776b-ed63-4a0f-8e92-5140120b4cc9,federal-out-development.myshopify.com,3SI9H2LCLJ,False,False,0,[0],False,False,False,False,18,False,False,True,False,False,False,shopify_face_moment_involve_,False,marketplace,2019-04-02
8175ae74-521d-4f2f-a47e-b11351c8e2aa,toward-future-television.myshopify.com,,True,False,0,[0],False,False,False,False,1,False,True,True,False,False,False,shopify_away_,False,marketplace,2019-04-02
cf4193fd-475b-45de-88eb-9afd9bf037ba,say-though-week.myshopify.com,EL02VP1EZE,True,False,0,[0],False,True,False,False,18,True,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
a4eadd4c-5c83-4bf5-bffb-e6e5f9f86169,view-quality-site.myshopify.com,8HE0BPYH2Z,True,False,0,[0],True,True,False,False,9,False,False,True,False,False,False,shopify_reveal_,False,marketplace,2019-04-02
8a7fa21f-edff-4631-b976-615a627bb6cd,inside-though-close.myshopify.com,7MX8OUOZ8I,False,False,0,[0],False,False,True,True,4,False,False,True,False,False,False,shopify_less_audience_answer_,False,marketplace,2019-04-02
702293c7-1c88-4021-98a4-a4ca388fe89a,feel-space-feel.myshopify.com,T3W98GI5FU,False,False,0,[0],False,False,False,False,20,False,True,True,False,False,False,shopify_,False,marketplace,2019-04-02
fdae8e18-5e70-447b-9884-30160b0649b6,for-oil-program.myshopify.com,WUC03ALLUH,True,False,0,[0],True,True,False,False,N/A,True,False,False,False,False,False,shopify_tell_,False,marketplace,2019-04-02
bf6f7728-c1cc-4fc9-8b31-2a3f2beb6af7,read-concern-population.myshopify.com,0DAWDZ210X,True,False,0,[0],True,True,False,True,N/A,False,True,True,False,False,False,shopify_movement_,False,marketplace,2019-04-02
414fbe7c-01cb-4a0d-96a5-c25d978af73a,trouble-experience-dinner.myshopify.com,6TKY6LS2U1,True,False,0,[0],False,False,False,False,13,False,False,True,False,False,False,shopify_,False,marketplace,2019-04-02
ec0a16d8-c81e-4d3e-b06e-4ca1f126b16f,grow-attorney-each.myshopify.com,,True,False,0,[0],False,True,False,False,3,False,False,False,False,False,False,shopify_value_country_hour_,False,marketplace,2019-04-02
