id,shop_domain,application_id,autocomplete_enabled,user_created_at_least_one_qr,nbr_merchandised_queries,nbrs_pinned_items,showing_logo,has_changed_sort_orders,analytics_enabled,use_metafields,nb_metafields,show_products,instant_search_enabled,instant_search_enabled_on_collection,only_using_faceting_on_collection,use_merchandising_for_collection,index_prefix,indexing_paused,install_channel,export_date,nb_admin_user
182ab733-0d0e-4e7a-b534-2ab29482e302,life-play-message.myshopify.com,APTG0I18BD,True,False,0,[0],True,False,False,False,13,False,True,False,False,False,shopify_who_social_wall_,False,marketplace,2019-04-08,5
bc989736-c5b3-49da-8f07-341520ea805e,part-everyone-response.myshopify.com,BAJFA5RHJX,True,False,0,[0],False,False,False,True,5,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,13
7a56659d-4148-4717-8935-fc5fe1dbad9c,feeling-since-forward.myshopify.com,U13WY2B1TN,True,False,0,[0],False,True,False,False,17,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,2
22a68d30-028b-4c6a-b7b6-b968e033522e,with-performance-same.myshopify.com,AI6F8UHGAB,True,False,0,[0],True,True,False,False,10,False,False,False,False,False,shopify_husband_late_machine_,False,marketplace,2019-04-08,1
4e1cae47-8199-4451-917b-9cedf871529a,hotel-success-player.myshopify.com,7CVBI8JM1C,True,False,0,[0],False,False,False,False,2,False,True,False,True,False,shopify_kid_,False,marketplace,2019-04-08,3
9a44a835-0dc2-4af8-ba20-c4a356175344,operation-state-grow.myshopify.com,,True,False,0,[0],True,True,False,False,11,False,True,False,False,False,shopify_fight_seem_ok_,False,marketplace,2019-04-08,1
9216a454-4a37-478e-9249-6d6ece894c3a,mr-person-collection.myshopify.com,PUIUM264RD,True,False,0,[0],True,False,False,False,17,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,8
6eb190d4-afd5-431b-bf85-ac8c30a8f47a,your-summer-vote.myshopify.com,1UFLSWXKZE,True,False,0,[0],True,True,False,False,13,False,False,False,True,False,shopify_yet_,False,marketplace,2019-04-08,8
fd6a8da0-c154-4bd6-b6e9-f8338bb45c75,new-make-entire.myshopify.com,FFDS6NDO15,True,True,1,[4],True,False,False,True,12,False,True,True,False,False,shopify_sister_,False,marketplace,2019-04-08,10
472566e5-af41-4986-85f0-1fa0c60496e8,something-produce-air.myshopify.com,CD8P8O8O50,True,False,0,[0],True,True,False,False,7,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,13
7b284cf0-c25e-4e13-a664-6b28226dc7a1,agent-discussion-man.myshopify.com,UIWPIVLP03,True,True,5,"[4, 1, 1, 1, 6]",False,False,True,False,7,True,True,False,False,False,shopify_occur_,False,marketplace,2019-04-08,11
1c6fadf6-29d7-402a-9541-d055fff85db1,develop-power-recent.myshopify.com,CI2GLRLG81,True,False,0,[0],False,True,False,False,20,False,True,False,False,False,shopify_present_,False,marketplace,2019-04-08,20
9b6e5233-884f-4e09-a26c-c26bf7bb9cde,require-close-health.myshopify.com,TLXM007TRY,True,False,0,[0],True,False,False,False,9,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,6
6b9562d4-0268-4fb1-a778-710925c8d557,cold-former-lawyer.myshopify.com,TXNQ497ZC3,True,False,0,[0],False,True,False,False,16,False,True,False,False,False,shopify_daughter_,False,marketplace,2019-04-08,19
9ff4af83-92c5-4541-9d0d-7d1f67eefc4d,race-raise-hear.myshopify.com,9NZR4CTOZG,True,False,0,[0],False,False,False,False,5,True,False,False,True,False,shopify_budget_,False,marketplace,2019-04-08,6
352478d2-c482-4aac-b7de-5f8bd6b0beec,individual-occur-stand.myshopify.com,A38748ETR0,True,False,0,[0],True,True,False,False,9,False,True,False,False,False,shopify_thought_,False,marketplace,2019-04-08,20
e1da6ef3-c446-4972-9265-f0d0411258e5,wall-feeling-media.myshopify.com,7CS9FJ680W,True,False,0,[0],True,False,False,False,13,False,False,False,False,False,shopify_outside_wish_shoulder_,False,marketplace,2019-04-08,15
a6753fd4-b4b0-4b46-8402-25977b99f8e7,former-third-manage.myshopify.com,N559II5D9Y,True,False,0,[0],True,False,False,False,3,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,3
cab7b66b-a017-4d49-9fa4-93fcef818e69,idea-tend-company.myshopify.com,CFRLB00QM4,True,False,0,[0],True,True,False,False,N/A,False,False,False,False,False,shopify_exactly_word_serve_,False,marketplace,2019-04-08,3
781f29e4-158c-453b-9074-4e543806c8cb,thus-ground-form.myshopify.com,M0U2DDXJEP,True,False,0,[0],False,True,False,False,N/A,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,17
c08e2ed0-0e28-4262-914e-28f1fd18af7d,take-clear-against.myshopify.com,FCN0IZXRV2,True,False,0,[0],True,True,False,False,5,False,False,False,False,False,shopify_despite_,False,marketplace,2019-04-08,2
d8d4bf51-b460-454f-9312-ee3448f1bd8d,set-wait-own.myshopify.com,EJAS4EFXVI,True,False,0,[0],True,True,False,False,11,False,False,False,False,False,shopify_paper_red_sit_,False,marketplace,2019-04-08,17
0c9fd1f8-d624-4e04-ac46-bbf7f25df2c4,form-fish-authority.myshopify.com,,True,False,0,[0],True,True,False,False,4,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,3
3f224398-4da6-4242-8b15-964c1263f62a,other-fund-pull.myshopify.com,,True,False,0,[0],True,False,False,False,12,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,18
d4f1f481-82a5-4e35-8975-7b7d4a2042ea,a-professor-could.myshopify.com,Q2WQYSM3PQ,True,False,0,[0],False,True,False,False,18,False,True,False,False,False,shopify_city_,False,marketplace,2019-04-08,9
d1e6bc22-be9e-4429-80af-c3e318c58cb8,fall-education-pm.myshopify.com,OKYDK2TIS7,True,False,0,[0],False,False,False,False,2,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,9
bf347968-bb1b-467d-b918-fd40b7daeee5,much-administration-senior.myshopify.com,QI40US5D1L,True,False,0,[0],False,False,False,True,15,False,True,False,False,False,shopify_believe_,False,marketplace,2019-04-08,11
fa6d9989-dc2b-4a44-b97c-ecdda6be80ec,guy-high-single.myshopify.com,A580YLNW5B,True,False,0,[0],False,True,False,False,10,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,2
d55f63fe-2b72-49d1-953c-217b7c7c1729,skill-scientist-economic.myshopify.com,1Z8CQPMKJ0,True,False,0,[0],True,True,False,False,11,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,9
534b0fe5-f9bd-446b-b858-c4879a382702,might-should-concern.myshopify.com,,True,False,0,[0],True,False,False,False,1,False,True,False,False,False,shopify_camera_because_character_,False,marketplace,2019-04-08,19
2d320807-4cfa-49f4-85c8-5afbe8d7828a,including-information-staff.myshopify.com,V4GJ3E4I9C,True,False,0,[0],True,True,False,False,N/A,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,16
d5ea9344-d934-4a27-bba5-659ec689d796,might-cultural-fine.myshopify.com,LS3LSHP301,True,False,0,[0],True,False,True,True,18,True,False,False,False,False,shopify_total_,False,marketplace,2019-04-08,4
b93e13c3-7b9e-4beb-abfd-081e56c06259,statement-apply-generation.myshopify.com,G5CC52KFKV,True,False,0,[0],False,False,False,False,5,False,True,False,False,False,shopify_moment_,False,marketplace,2019-04-08,17
41e863be-8c61-4aab-bfbc-0378dbf20efb,onto-middle-hand.myshopify.com,G6JIC8CM7Z,True,False,0,[0],True,True,False,False,4,False,False,False,False,False,shopify_unit_,False,marketplace,2019-04-08,3
2e83dd19-e76d-49e8-8acf-f9247daae0bd,article-threat-serve.myshopify.com,HVYAMFJ7J0,True,False,0,[0],True,False,False,True,6,False,True,False,False,False,shopify_accept_,False,marketplace,2019-04-08,9
cd9dc0ef-9905-4c74-aa2b-26f251acc6bb,officer-finish-ago.myshopify.com,1VAXM7N2GT,True,False,0,[0],True,True,False,False,8,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,5
c248e88d-35ac-48c7-9f0d-5adafa6fd008,outside-series-budget.myshopify.com,YS4WRP4M40,True,False,0,[0],True,True,False,False,13,False,False,False,False,False,shopify_avoid_likely_mind_,False,marketplace,2019-04-08,19
63dfb2ff-90d0-45a3-b596-cd09f1ddd69e,about-of-feel.myshopify.com,FX3KI0SLPX,True,True,1,[1],False,False,False,False,6,False,True,False,False,False,shopify_voice_themselves_store_,False,marketplace,2019-04-08,3
aa4ffa2b-ce90-4f0b-acba-94dc884507b5,seat-it-force.myshopify.com,,True,False,0,[0],False,False,False,False,4,False,True,False,False,False,shopify_training_,False,marketplace,2019-04-08,10
1c75ec7e-1c64-4c37-9065-2d0da90b2d49,mind-nothing-ever.myshopify.com,N5PAVAZRZW,True,False,0,[0],False,False,False,False,5,False,True,False,False,False,shopify_crime_structure_happen_,True,marketplace,2019-04-08,16
533f070b-0f32-4846-b58d-f330162f39b8,story-who-among.myshopify.com,AUVF8MUUS1,True,False,0,[0],False,False,True,False,7,True,True,True,False,False,shopify_think_,False,marketplace,2019-04-08,17
25ee7f2a-f3f4-41d5-b853-7b87fca9e18d,wear-return-nor.myshopify.com,FC291RD5U0,True,False,0,[0],True,True,False,False,4,False,False,False,False,False,shopify_house_,False,marketplace,2019-04-08,12
e17cf1aa-2564-4081-8a1a-8ab3f1e2b93f,food-both-for.myshopify.com,NGE8BCHNQ4,True,False,0,[0],False,True,False,False,5,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,2
cc785b70-3354-4e1d-b435-c243267090c2,suffer-develop-at.myshopify.com,8AGNY5G6BL,True,False,0,[0],True,True,False,False,14,False,True,False,False,False,shopify_base_,False,marketplace,2019-04-08,3
eadbbd42-ece4-483c-94c3-6589f198f2bb,skin-attention-mean.myshopify.com,67B4L7YGMK,True,False,0,[0],False,True,False,False,N/A,False,False,False,False,False,shopify_her_,False,marketplace,2019-04-08,4
4ac76f46-c02a-4007-84eb-363612c9d059,detail-along-energy.myshopify.com,UJKKP0QMGV,True,False,0,[0],True,False,False,False,2,False,True,False,False,False,shopify_cold_,False,marketplace,2019-04-08,7
8d38397e-6f63-4835-9666-b836eb9b3207,not-language-somebody.myshopify.com,9NFJ5CKGGD,True,False,0,[0],False,False,False,False,12,True,True,False,True,False,shopify_food_own_agency_,False,marketplace,2019-04-08,10
030abb9b-5b71-4a28-8ead-34236963402d,manager-market-lead.myshopify.com,C9MYCFMR6F,False,False,0,[0],True,True,False,False,16,False,True,False,False,False,shopify_later_section_feeling_,False,marketplace,2019-04-08,16
dcc5497d-5280-4bc5-8261-feacdf8071f1,sister-call-really.myshopify.com,T0UZ2PDPEZ,True,False,0,[0],True,False,False,True,3,False,True,False,False,False,shopify_wide_,False,marketplace,2019-04-08,20
376838cd-aa58-4e1a-bb59-1faee3196236,name-paper-training.myshopify.com,QC5TITAPWY,True,False,0,[0],True,False,False,False,9,True,False,False,False,False,shopify_hair_,False,marketplace,2019-04-08,13
a2cd8ccc-5976-48ad-9fc8-dedfcad1c1a5,live-protect-take.myshopify.com,0G625499YB,True,False,0,[0],True,False,False,False,N/A,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,6
a253379f-f886-4ebb-903b-b66d0c3b2332,worry-you-bring.myshopify.com,O4QFV76JYW,True,False,0,[0],False,True,False,False,13,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,9
1ec765d0-d1a3-44af-87de-e42607febbae,record-red-forget.myshopify.com,9P914B1405,True,False,0,[0],True,True,False,True,1,False,True,False,False,False,shopify_family_,False,marketplace,2019-04-08,15
c2028417-6530-4186-b0eb-794471ef7eb3,dog-month-behind.myshopify.com,21K5MBKOCY,True,False,0,[0],True,True,False,False,8,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,16
d16aceb8-4680-4b27-93ba-b1c612ca8672,eight-color-our.myshopify.com,VYBTHPL49H,True,False,0,[0],True,True,False,False,4,False,False,False,False,False,shopify_nor_finish_air_,False,marketplace,2019-04-08,6
ce484039-3a19-4a31-8545-e962c4baf6ba,life-minute-several.myshopify.com,6AZA2HFCW1,True,False,0,[0],True,False,False,False,1,True,True,False,False,False,shopify_fast_,False,marketplace,2019-04-08,8
acc2f3ea-cdfd-4760-a68f-29f7c9ab69d9,course-woman-public.myshopify.com,KIKFKPYSE2,True,True,6,"[12, 4, 21, 9, 6, 6]",False,False,False,False,13,False,True,False,False,False,shopify_entire_spring_his_,False,marketplace,2019-04-08,7
77e1f224-f43e-44c5-8b7c-a4d42de4ec76,resource-full-he.myshopify.com,RWDDM59BTE,False,False,0,[0],True,False,False,False,20,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,1
1a4c5d52-fc3e-4430-9943-06497babd3c9,light-sister-cold.myshopify.com,Q5ZEH61UOE,True,False,0,[0],False,False,False,False,12,False,False,False,False,False,shopify_body_,False,marketplace,2019-04-08,16
fa70e34a-4042-40a2-9867-23d4cf89184b,base-serve-box.myshopify.com,KP6FDTUZVE,True,False,0,[0],True,False,False,False,7,False,True,False,False,False,shopify_trip_charge_very_,False,marketplace,2019-04-08,6
7687808c-e890-45e3-b9de-0f267d8eb689,election-despite-design.myshopify.com,CYG2EBD7KG,True,False,0,[0],True,True,False,True,17,False,False,False,True,False,shopify_knowledge_,True,marketplace,2019-04-08,18
d960a81c-758a-4f19-9a88-c6b7c1d4a03f,eye-place-staff.myshopify.com,Y6TUN9MBZV,True,False,0,[0],False,True,False,False,14,True,True,False,False,False,shopify_,False,marketplace,2019-04-08,12
094c8d18-2b21-40f1-ba84-cb88f2986a4b,tv-two-nice.myshopify.com,Y51VLZ9WOD,True,False,0,[0],False,True,False,False,15,True,True,False,False,False,shopify_north_,False,marketplace,2019-04-08,11
f07b76fa-b3f2-4e3c-9d63-ac42199cfec3,music-shoulder-itself.myshopify.com,UD956XABEH,True,False,0,[0],True,True,False,False,9,False,False,False,False,False,shopify_school_,False,marketplace,2019-04-08,11
89bc5f29-9963-4a58-97fc-adc99083c822,exist-future-effort.myshopify.com,SNQ6FAYQAV,False,False,0,[0],True,True,False,True,20,False,False,False,False,False,shopify_pay_,False,marketplace,2019-04-08,16
3416bacb-953e-4c95-8a74-6dc4a43f95df,almost-name-most.myshopify.com,N75XHRAMI8,True,False,0,[0],True,False,False,False,6,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,17
eec7a7bd-a6b4-4579-a48a-29f7c650798b,somebody-college-hard.myshopify.com,NDFC2SFQ2S,False,False,0,[0],True,True,False,False,0,True,True,True,False,False,shopify_,False,marketplace,2019-04-08,12
cbf04678-8f32-49dc-a22b-269bf7f75f9d,arm-work-relationship.myshopify.com,5ADPRTDOK5,True,False,0,[0],True,False,False,False,12,False,True,False,False,False,shopify_camera_,False,marketplace,2019-04-08,13
aa2ec40e-b3a1-4181-b624-1bc09797d3b5,decide-difference-effect.myshopify.com,DX0SN9CB5G,True,False,0,[0],True,True,False,True,N/A,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,13
4060729e-257a-4ac6-a5b6-f6a36558c953,throw-attorney-writer.myshopify.com,KOZQPCK5E0,True,False,0,[0],False,True,False,False,12,False,False,False,False,False,shopify_exist_,False,marketplace,2019-04-08,11
7036b734-80c2-4a93-bacc-962c6547c5d9,structure-community-democratic.myshopify.com,0OWARL45BD,True,False,0,[0],False,True,False,False,N/A,True,False,False,False,False,shopify_bar_while_cup_,False,marketplace,2019-04-08,19
2770da9d-7682-4b30-8b4e-18cc04da987f,moment-song-hand.myshopify.com,VGNE2U9NNW,True,False,0,[0],True,True,False,False,20,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,19
12aebabd-4b39-4154-87b0-e1c90f958624,american-history-side.myshopify.com,IFK1IM8OSY,True,False,0,[0],False,True,False,False,15,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,19
801506dd-3b55-4cd8-9bb7-d7c3f1400730,little-author-a.myshopify.com,EFYS1JM4KL,True,False,0,[0],True,True,False,False,5,False,False,False,False,False,shopify_collection_,False,marketplace,2019-04-08,9
f836c906-6660-4a3a-9d1a-55ae6b9f5a6f,within-play-decision.myshopify.com,VNBAGHLAGN,True,False,0,[0],True,False,False,False,11,False,True,False,False,False,shopify_give_,False,marketplace,2019-04-08,7
bc459bc4-7926-4020-852a-7cddfe086236,any-job-person.myshopify.com,WNCRJETCXD,True,False,0,[0],False,True,False,False,16,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,7
993587b4-d7b9-48c1-81c4-31e14a1a9faf,analysis-customer-money.myshopify.com,K61AX05B53,True,False,0,[0],True,False,False,False,18,False,True,False,False,False,shopify_street_risk_like_,False,marketplace,2019-04-08,10
5a7efc75-8524-4927-8417-a117123dedcb,hand-sign-sell.myshopify.com,KVF8X2G0I1,True,False,0,[0],False,True,False,False,N/A,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,18
2787e8c3-e9c0-4d63-98bc-d61c73cdb0a8,among-election-position.myshopify.com,1OI8JOMQNT,True,False,0,[0],True,True,False,False,N/A,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,19
196d8b0f-5d66-45c0-a025-771421ad4add,all-again-american.myshopify.com,GOOKADNI0Z,True,False,0,[0],True,False,False,False,N/A,True,True,False,False,False,shopify_,False,marketplace,2019-04-08,10
0458ddec-b896-4c6f-b1a2-f348c862161b,my-add-describe.myshopify.com,,True,False,0,[0],False,True,False,False,N/A,True,True,False,False,False,shopify_,False,marketplace,2019-04-08,6
a49a497c-f1d9-4b31-8def-161bb1d8e812,baby-near-woman.myshopify.com,M323TF6MQ5,True,False,0,[0],True,True,False,False,19,False,True,False,False,False,shopify_then_,False,marketplace,2019-04-08,8
3acfb75c-c211-4439-b2bc-7216de6ceec7,police-national-something.myshopify.com,CWFQGF2BH1,True,False,0,[0],True,True,False,False,N/A,False,False,False,False,False,shopify_build_do_treatment_,False,marketplace,2019-04-08,1
1a0cb477-c5db-43cf-9bcb-22a868b1b925,mission-value-like.myshopify.com,K9MM5CKURZ,True,False,0,[0],True,True,False,False,8,False,False,False,False,False,shopify_mouth_,False,marketplace,2019-04-08,15
9e38c300-023a-4689-8d0a-2fdb93d4dfdf,road-rise-region.myshopify.com,GFI3M8A6JM,True,False,0,[0],True,True,False,False,N/A,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,7
ea5a873a-894a-4ac9-8e38-b66625acb1da,together-factor-tax.myshopify.com,D8AKQVDIU4,True,False,0,[0],False,True,False,False,15,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,11
e530702f-064c-46be-8672-e6fb0fb80417,agreement-moment-seek.myshopify.com,4UL1980WUA,True,False,0,[0],True,True,False,True,9,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,3
43fe31f0-3ec2-47e0-87d3-df0e0545ef1a,full-rather-every.myshopify.com,XOOOER9OJ5,True,False,0,[0],True,True,False,False,0,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,9
886d8031-0e4b-4736-8414-928fcacf0c70,and-social-program.myshopify.com,YNHIJE8Y4G,True,False,0,[0],False,False,False,True,N/A,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,7
f2f74ff8-261a-47e3-9558-02c7300370fc,traditional-yourself-small.myshopify.com,G6T0G6C2GD,False,False,0,[0],False,False,False,False,12,False,True,False,False,False,shopify_,False,marketplace,2019-04-08,7
4defbac2-4619-4dd5-ad3f-d3983c4bb3fc,bag-cultural-ask.myshopify.com,990NC6L2WT,True,False,0,[0],False,False,False,False,19,True,True,False,False,False,shopify_sell_thing_radio_,False,marketplace,2019-04-08,1
ccd7fe5b-a54b-4c74-b45f-0867061c0cc9,similar-concern-respond.myshopify.com,AAQ8GBJ6WC,True,False,0,[0],False,True,False,False,8,False,True,False,False,False,shopify_represent_month_right_,False,marketplace,2019-04-08,10
54c65f38-fc5f-4557-92b6-0bb1adab22f8,require-top-history.myshopify.com,Y0YHPU8SIL,True,False,0,[0],True,True,False,False,N/A,False,True,False,False,False,shopify_child_,False,marketplace,2019-04-08,2
8a8626a3-e7ab-4c74-b347-75403e65c51e,technology-low-north.myshopify.com,YLF6RKU2VI,False,False,0,[0],False,False,True,True,14,False,True,False,False,False,shopify_college_dinner_sport_,False,marketplace,2019-04-08,17
bac4ffc3-853f-4e0a-bd57-3989e1a9d1e0,military-case-radio.myshopify.com,V6PR0BCKEA,False,False,0,[0],False,False,False,False,3,True,True,False,False,False,shopify_,False,marketplace,2019-04-08,1
e1dc06f3-85f9-4fb3-8b1f-0184d735c3d2,animal-number-decide.myshopify.com,LH5U002AVQ,True,False,0,[0],True,True,False,False,9,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,19
b27ae72f-6ef5-4366-833b-0d0148359adf,top-brother-idea.myshopify.com,JMOA6ZCO1N,True,False,0,[0],True,True,False,True,1,True,True,False,False,False,shopify_,False,marketplace,2019-04-08,16
b5abd155-1c5c-4e33-ab1b-8732d5452c64,know-great-different.myshopify.com,7191ZGLZ86,True,False,0,[0],False,False,False,False,N/A,False,True,False,False,False,shopify_cell_,False,marketplace,2019-04-08,1
d4749beb-b4a4-46ad-8430-a45953678560,design-along-about.myshopify.com,RBAOOB70PL,True,False,0,[0],False,True,False,False,13,False,False,False,False,False,shopify_,False,marketplace,2019-04-08,18
aa9dee44-bdec-4208-9605-80362904a3ef,deal-day-address.myshopify.com,S99GN740S0,True,False,0,[0],False,True,False,False,10,True,True,False,False,False,shopify_life_born_case_,False,marketplace,2019-04-08,13
